metric,mean,std
faithfulness,0.9007936507936508,0.29757028853641826
completeness,0.40932539682539687,0.4717594718436463
relevance,0.5922619047619048,0.48733425367841027
bertscore_f1,0.7971430493055555,0.023910905000209457
rougeL,0.0200747238234127,0.02002303401603193
bleu,2.2886527957465734e-08,4.039325596175099e-07
cosine_sim,0.3349175075238095,0.2762475376426824
